Data;precipitacao;velocidademediavento;niveljuseclusa;nivelstaizabel;nivelstavitoria;nivelmoneclusa
29/01/1979;null;0,366667;0,49;0,99;0,78;0,54
30/01/1979;null;null;0,25;1,1;0,58;0,35
31/01/1979;null;0,666667;0,43;0,9;0,75;0,59
01/02/1979;null;1,5;0,51;0,65;0,9;0,55
02/02/1979;null;1,466667;0,43;0,72;0,87;0,7
03/02/1979;null;1,633333;0,5;0,6;0,96;0,55
04/02/1979;null;1,3;0,43;0,45;1,09;0,37
05/02/1979;null;1,033333;0,33;0,75;0,81;0,56
06/02/1979;null;1,1;0,47;0,84;0,74;0,84
07/02/1979;null;0,566667;0,36;0,95;0,6;0,75
08/02/1979;null;0,666667;0,51;0,9;0,63;0,67
09/02/1979;null;1,2;0,38;0,78;0,79;0,64
10/02/1979;null;1,133333;0,52;0,71;0,77;0,67
11/02/1979;null;0,5;0,4;0,85;0,73;0,84
12/02/1979;null;0,233333;0,28;0,89;0,7;0,88
13/02/1979;null;0,633333;0,34;0,99;0,58;0,75
14/02/1979;null;0,366667;0,43;0,85;0,61;0,68
15/02/1979;null;0,833333;0,39;0,78;0,68;0,71
16/02/1979;null;1,6;0,59;0,72;0,63;0,69
17/02/1979;null;1,5;0,44;0,6;0,66;0,56
18/02/1979;null;1,1;0,38;0,88;0,56;0,84
19/02/1979;null;0,8;0,44;1,17;0,22;0,87
20/02/1979;null;0,766667;0,42;1,01;0,39;0,76
21/02/1979;null;0,366667;0,43;0,94;0,46;0,76
22/02/1979;null;0,366667;0,38;0,7;0,65;0,68
23/02/1979;null;1,133333;0,48;0,36;0,85;0,73
24/02/1979;null;1,066667;0,33;0,79;0,61;0,79
25/02/1979;null;0,333333;0,31;0,8;0,6;0,84
26/02/1979;null;0,466667;0,48;0,89;0,56;0,93
27/02/1979;null;0,8;0,46;0,68;0,74;0,63
28/02/1979;null;0,566667;0,21;0,99;0,48;0,99
01/03/1979;null;0,733333;;1,05;0,33;
02/03/1979;null;0,733333;;0,76;0,58;
03/03/1979;null;1,233333;;0,45;0,79;
04/03/1979;null;1,233333;;0,35;0,83;
05/03/1979;null;0,433333;;0,5;0,72;
06/03/1979;null;0,733333;;0,66;0,66;
07/03/1979;null;0,9;;1,07;0,33;
08/03/1979;null;1,1;;0,85;0,49;
09/03/1979;null;0,9;0,68;0,97;0,37;0,99
10/03/1979;null;0,833333;0,65;0,85;0,42;0,88
11/03/1979;null;0,966667;0,51;0,76;0,43;0,77
12/03/1979;null;1;0,59;0,7;0,48;0,7
13/03/1979;null;0,9;0,45;0,6;0,55;0,62
14/03/1979;null;0,833333;0,42;0,66;0,58;0,64
15/03/1979;null;0,6;0,43;0,76;0,53;0,76
16/03/1979;null;1,166667;0,52;0,71;0,53;0,69
17/03/1979;null;0,733333;0,4;0,73;0,56;0,68
18/03/1979;null;1,1;0,48;0,65;0,59;0,62
19/03/1979;null;1,133333;0,43;0,49;0,7;0,41
20/03/1979;null;0,933333;0,43;0,51;0,74;0,45
21/03/1979;null;0,466667;0,39;0,64;0,66;0,57
22/03/1979;null;0,466667;0,55;0,86;0,45;0,84
23/03/1979;null;0,533333;0,43;0,92;0,41;0,94
24/03/1979;null;0,566667;0,36;0,96;0,38;0,95
25/03/1979;null;0,466667;0,38;0,82;0,47;0,81
26/03/1979;null;0,666667;0,4;0,78;0,48;0,8
27/03/1979;null;0,533333;0,47;0,72;0,52;0,71
28/03/1979;null;0,466667;0,39;0,71;0,51;0,7
29/03/1979;null;0,266667;0,37;0,76;0,5;0,77
30/03/1979;null;0,866667;0,38;0,91;0,41;0,91
31/03/1979;null;0,4;0,49;0,7;0,53;0,68
01/04/1979;0;0,333333;0,29;0,69;0,59;0,69
02/04/1979;null;0,333333;0,48;0,8;0,45;0,83
03/04/1979;null;0,4;0,68;0,92;0,35;0,93
04/04/1979;null;0,366667;0,67;0,98;0,24;0,96
05/04/1979;null;0,633333;0,57;1,04;0,24;1,07
06/04/1979;null;0,8;0,54;1,03;0,23;0,99
07/04/1979;null;0,866667;0,51;0,97;0,29;0,95
08/04/1979;null;0,3;0,5;0,87;0,41;0,91
09/04/1979;null;0,366667;0,62;0,67;0,53;0,66
10/04/1979;null;0,3;0,39;0,77;0,49;0,78
11/04/1979;null;0,666667;0,56;1,01;0,31;1,04
12/04/1979;null;0,533333;0,61;0,83;0,38;0,83
13/04/1979;null;2,766667;0,66;0,64;0,52;0,61
14/04/1979;null;null;0,61;0,42;0,67;0,38
15/04/1979;null;0,9;0,64;0,27;0,73;0,13
16/04/1979;null;0,6;0,41;0,93;0,44;0,99
17/04/1979;null;0,2;0,44;0,78;0,54;0,77
18/04/1979;null;0;0,43;0,81;0,53;0,8
19/04/1979;null;0,166667;0,44;0,78;0,54;0,79
20/04/1979;0;0,133333;0,48;0,77;0,51;0,8
21/04/1979;null;0,633333;0,52;1;0,35;0,99
22/04/1979;3,6;0,533333;0,48;0,86;0,39;0,9
23/04/1979;null;0,466667;0,45;0,8;0,45;0,83
24/04/1979;null;0,366667;0,57;0,78;0,53;0,78
25/04/1979;null;0,433333;0,44;0,76;0,53;0,76
26/04/1979;null;0,3;0,48;0,8;0,52;0,79
27/04/1979;null;null;0,4;0,78;0,52;0,79
28/04/1979;null;0,433333;0,41;0,72;0,55;0,72
29/04/1979;null;null;0,44;0,58;0,7;0,54
30/04/1979;null;1,366667;0,06;0,8;0,58;0,8
01/05/1979;null;1,833333;0,03;1,52;0,12;1,08
02/05/1979;null;0,5;0,45;0,94;0,29;0,99
03/05/1979;null;0,333333;0,47;0,65;0,7;0,62
04/05/1979;null;0,933333;0,24;1,07;0,37;1,13
05/05/1979;null;0,466667;0,42;0,8;0,55;0,8
06/05/1979;null;0,266667;0,56;0,75;0,58;0,71
07/05/1979;null;0,366667;0,54;0,76;0,53;0,8
08/05/1979;null;0,733333;0,7;0,83;0,44;0,84
09/05/1979;null;0,533333;0,66;0,78;0,48;0,75
10/05/1979;null;0,3;0,5;0,77;0,53;0,76
11/05/1979;null;0,366667;0,5;0,79;0,56;0,79
12/05/1979;null;0,466667;0,49;0,83;0,49;0,85
13/05/1979;null;0,366667;0,4;0,86;0,5;0,9
14/05/1979;null;0,333333;0,4;0,77;0,56;0,75
15/05/1979;null;0,366667;0,36;0,73;0,56;0,73
16/05/1979;null;null;0,38;0,69;0,63;0,65
17/05/1979;null;0,5;0,4;0,68;0,62;0,66
18/05/1979;null;0,366667;0,27;0,9;0,53;0,9
19/05/1979;null;0,333333;0,41;0,8;0,58;0,8
20/05/1979;null;null;0,49;0,8;0,6;0,79
21/05/1979;null;0,633333;0,53;0,72;0,59;0,7
22/05/1979;null;1;0,61;1,16;0,26;1,13
23/05/1979;null;0,6;0,54;1,05;0,37;1,09
24/05/1979;null;0,433333;0,46;0,75;0,61;0,76
25/05/1979;null;0,4;0,54;0,74;0,6;0,72
26/05/1979;null;0,8;0,41;0,94;0,56;0,95
27/05/1979;null;1,166667;0,34;1,04;0,46;1,07
28/05/1979;null;0,666667;0,65;0,68;0,69;0,65
29/05/1979;null;1;0,33;1;0,43;0,97
30/05/1979;null;null;0,41;1,1;0,31;1,09
31/05/1979;null;0,833333;0,56;0,93;0,41;0,98
01/06/1979;null;0,266667;0,66;0,78;0,56;0,79
02/06/1979;null;0,466667;0,69;0,7;0,59;0,7
03/06/1979;null;0,366667;0,61;0,73;0,57;0,75
04/06/1979;null;0,366667;0,56;0,81;0,56;0,79
05/06/1979;0;0,433333;0,61;0,9;0,43;0,94
06/06/1979;null;0,233333;0,75;0,82;0,48;0,83
07/06/1979;null;0,166667;0,56;0,8;0,54;0,8
08/06/1979;null;0,466667;0,48;0,78;0,56;0,81
09/06/1979;null;0,533333;0,63;0,84;0,52;0,87
10/06/1979;null;0,233333;0,66;0,76;0,55;0,74
11/06/1979;null;0,233333;0,63;0,7;0,57;0,68
12/06/1979;null;0,733333;0,54;0,82;0,56;0,82
13/06/1979;null;1;0,55;1,11;0,34;1,07
14/06/1979;null;0,566667;0,59;1,07;0,29;1,03
15/06/1979;null;0,433333;0,68;0,79;0,53;0,79
16/06/1979;null;0,233333;0,58;0,77;0,54;0,79
17/06/1979;null;null;0,52;0,75;0,59;0,73
18/06/1979;null;0,266667;0,63;0,72;0,62;0,72
19/06/1979;null;0,233333;0,57;0,69;0,65;0,69
20/06/1979;null;0,266667;0,62;0,81;0,56;0,84
21/06/1979;null;0,3;0,58;0,75;0,57;0,73
22/06/1979;null;0,466667;0,52;0,72;0,63;0,71
23/06/1979;null;0,5;0,53;0,68;0,68;0,64
24/06/1979;null;0,866667;0,38;0,97;0,54;0,91
25/06/1979;null;0,466667;0,46;0,77;0,58;0,78
26/06/1979;null;0,333333;0,46;0,76;0,54;0,76
27/06/1979;null;0,2;0,44;0,74;0,57;0,74
28/06/1979;null;0,466667;0,41;0,7;0,58;0,68
29/06/1979;null;0,433333;0,49;0,68;0,6;0,61
30/06/1979;null;0;0,43;0,8;0,51;0,77
01/07/1979;0;null;0,54;0,41;0,71;0,38
02/07/1979;10,2;5,366667;0,68;0,07;0,78;-0,16
03/07/1979;7,8;3,366667;0,26;0,77;0,6;0,75
04/07/1979;0;3,033333;0,48;0,84;0,55;0,87
05/07/1979;2,8;null;0,43;0,91;0,5;0,92
06/07/1979;0;null;0,51;0,75;0,47;0,74
07/07/1979;14,4;null;0,43;0,82;0,47;0,83
08/07/1979;2,2;null;0,26;1,01;0,39;1,06
09/07/1979;0;null;0,61;0,78;0,49;0,78
10/07/1979;0;null;0,4;0,67;0,57;0,66
11/07/1979;0;null;0,33;0,74;0,62;0,72
12/07/1979;0;null;0,4;0,72;0,62;0,69
13/07/1979;0;null;0,41;0,73;0,64;0,72
14/07/1979;0,8;null;0,55;0,82;0,55;0,81
15/07/1979;12,4;4,833333;0,38;0,94;0,5;0,84
16/07/1979;0;null;0,44;1,19;0,28;0,93
17/07/1979;0;null;0,47;0,85;0,56;0,85
18/07/1979;0;null;0,45;0,74;0,63;0,71
19/07/1979;0;null;0,58;0,94;0,47;0,94
20/07/1979;8;null;0,7;1,3;0,38;1,12
21/07/1979;17,8;null;0,38;0,97;0,33;0,77
22/07/1979;0;1,866667;0,59;0,87;0,52;0,92
23/07/1979;0;null;0,63;0,62;0,81;0,58
24/07/1979;0;null;0,62;0,79;0,62;0,81
25/07/1979;6,4;null;0,61;0,8;0,67;0,84
26/07/1979;1;null;0,57;0,72;0,7;0,72
27/07/1979;0;null;0,67;0,39;0,99;0,25
28/07/1979;0;null;0,49;0,8;0,64;0,8
29/07/1979;0;null;0,47;0,81;0,74;0,8
30/07/1979;0;null;0,45;0,8;0,73;0,79
31/07/1979;0;null;0,54;0,74;0,75;0,72
01/08/1979;0;null;0,45;0,78;0,78;0,74
02/08/1979;0;null;0,54;1,04;0,5;0,98
03/08/1979;9,2;null;0,62;0,94;0,52;1,01
04/08/1979;48,8;null;0,62;0,91;0,57;0,85
05/08/1979;0,5;null;0,45;0,97;0,7;1,03
06/08/1979;0;2,566667;0,61;0,88;1,01;0,94
07/08/1979;32,6;null;0,61;1,17;0,71;0,93
08/08/1979;0;null;0,66;0,94;0,97;0,86
09/08/1979;0,4;null;0,61;1,19;0,87;0,94
10/08/1979;2;2,766667;0,76;1,12;0,86;0,95
11/08/1979;9;null;0,9;1,52;0,69;1,03
12/08/1979;2,2;null;0,83;1,22;0,98;0,89
13/08/1979;3,8;null;0,94;1,14;1;0,94
14/08/1979;1,3;null;0,88;1,24;1,06;0,96
15/08/1979;0;null;0,83;1,22;1,07;0,89
16/08/1979;0;null;0,82;1,16;1,08;0,87
17/08/1979;0,3;null;0,92;1,15;1,06;0,94
18/08/1979;0,1;2,966667;0,84;1,26;1;0,9
19/08/1979;0;null;0,78;1,25;0,99;0,85
20/08/1979;0;null;0,83;1,15;1,1;0,86
21/08/1979;0;4,666667;0,77;0,99;1,38;0,8
22/08/1979;0;null;0,72;1,18;1,07;0,81
23/08/1979;0;null;0,75;1,17;1,02;0,79
24/08/1979;0;5,233333;0,77;1,01;1,16;0,81
25/08/1979;0,8;2,766667;0,68;1,1;1,03;0,78
26/08/1979;25,4;3,666667;0,64;1,38;0,83;0,8
27/08/1979;0,3;null;0,82;1,03;1,14;0,86
28/08/1979;0;null;0,72;1,19;1,16;0,9
29/08/1979;0;null;0,67;1,38;0,89;0,82
30/08/1979;0;null;0,84;1,08;1,09;0,88
31/08/1979;1;null;0,68;1,14;1,02;0,76
01/09/1979;null;null;0,59;1,2;0,95;0,74
02/09/1979;null;null;0,72;1,16;0,96;0,79
03/09/1979;null;null;0,7;1,1;1,03;0,76
04/09/1979;null;null;0,71;1,3;0,79;0,86
05/09/1979;0;null;0,68;1,11;0,94;0,75
06/09/1979;null;null;0,72;0,95;1,05;0,75
07/09/1979;0;1,033333;0,7;1,12;0,9;0,77
08/09/1979;null;null;0,86;0,79;1,08;0,81
09/09/1979;null;null;0,83;0,69;1,26;0,78
10/09/1979;null;null;0,86;0,48;1,45;0,47
11/09/1979;0;3;0,58;1,06;1,05;0,99
12/09/1979;null;null;0,51;1,15;0,95;1,16
13/09/1979;null;null;0,5;1,31;0,88;1
14/09/1979;32,8;null;0,55;1,51;0,72;1
15/09/1979;null;null;0,56;1,14;0,99;0,94
16/09/1979;0;4,733333;0,5;1,26;0,91;0,91
17/09/1979;null;null;0,58;1,29;0,75;0,89
18/09/1979;null;null;0,46;1,34;0,72;0,96
19/09/1979;null;null;0,37;1,12;0,76;0,82
20/09/1979;null;null;0,39;0,96;1,05;0,79
21/09/1979;null;null;0,41;1,11;0,95;1,08
22/09/1979;null;null;0,48;1,09;0,92;1,1
23/09/1979;null;null;0,49;1,09;0,97;1,09
24/09/1979;null;null;0,44;1,1;0,97;1,04
25/09/1979;null;null;0,61;1,17;0,89;1,06
26/09/1979;null;null;0,63;0,96;1,14;0,95
27/09/1979;null;null;0,57;1,37;0,66;0,96
28/09/1979;null;null;0,84;1,36;0,72;1,11
29/09/1979;null;null;0,88;1,48;0,95;1,2
30/09/1979;null;null;1,25;1,84;1,23;1,52
01/10/1979;1,6;3,533333;1,53;1,86;1,5;1,76
02/10/1979;0;6,666667;1,4;1,9;1,61;1,64
03/10/1979;3;5,633333;1,29;1,77;1,8;1,39
04/10/1979;1,5;null;1,09;1,98;1,95;1,23
05/10/1979;0,8;null;1,01;2,04;1,91;1,16
06/10/1979;0;null;1,04;2,12;1,86;1,17
07/10/1979;7;3,366667;1,08;2,18;1,93;1,23
08/10/1979;2,2;null;1,02;2,11;2,06;1,16
09/10/1979;0;null;1,06;2,19;1,99;1,19
10/10/1979;0;null;1,14;2,08;2,13;1,24
11/10/1979;0;8,666667;1,2;1,9;2,22;1,29
12/10/1979;0;7,666667;1,2;1,89;2,2;1,3
13/10/1979;0,6;3,966667;1,21;2,01;2,15;1,3
14/10/1979;0,8;null;1,12;2,13;2,05;1,21
15/10/1979;0;9,333333;0,94;2,52;1,58;1,06
16/10/1979;5,6;null;0,96;2,28;1,89;1,07
17/10/1979;0;null;1,05;2,11;2,03;1,15
18/10/1979;0;null;1,05;2,29;1,69;1,17
19/10/1979;0;4,5;1,15;2,04;1,97;1,24
20/10/1979;0;null;1,32;1,73;2,2;1,34
21/10/1979;0;4,233333;1,24;1,9;2,14;1,3
22/10/1979;6,2;null;1,1;2,06;2,01;1,19
23/10/1979;31,2;null;1,03;2,13;1,97;1,13
24/10/1979;0;null;1,1;1,93;2,15;1,2
25/10/1979;0;null;1,02;2,13;1,98;1,12
26/10/1979;0;2,833333;1,04;2,12;2,05;1,14
27/10/1979;0;3,966667;1,04;1,96;2,13;1,12
28/10/1979;0;null;1,07;2,07;1,88;1,15
29/10/1979;0,4;null;1,06;2,05;2,03;1,15
30/10/1979;1,2;null;0,98;2,24;1,98;1,06
31/10/1979;0;null;1;2,03;2,06;1,07
01/11/1979;0;2,766667;0,99;2,03;1,97;1,06
02/11/1979;null;null;1,05;1,92;2,08;1,11
03/11/1979;null;null;1;2,13;1,81;1,07
04/11/1979;0;5,233333;1,01;1,9;2,02;1,06
05/11/1979;0;9;1,06;1,67;2,21;1,11
06/11/1979;null;null;1,09;1,9;2,08;1,16
07/11/1979;null;null;0,93;2,02;1,91;1
08/11/1979;null;null;0,99;2,51;1,38;1,08
09/11/1979;0;null;1,05;2;1,88;1,15
10/11/1979;null;null;0,98;1,92;2;1,04
11/11/1979;null;null;0,88;1,94;1,98;0,96
12/11/1979;null;null;0,82;1,98;1,92;0,91
13/11/1979;null;null;0,92;1,95;1,91;0,97
14/11/1979;null;null;0,99;2,08;1,71;1,05
15/11/1979;0;null;1,02;1,93;1,82;1,07
16/11/1979;null;null;1,04;1,65;2,05;1,09
17/11/1979;0;5,866667;0,88;1,85;2,02;0,93
18/11/1979;null;null;0,79;2,1;1,82;0,87
19/11/1979;null;null;0,95;2,04;1,84;1,01
20/11/1979;null;null;0,94;2;1,91;1
21/11/1979;0;6,666667;0,98;1,85;2,03;1,04
22/11/1979;null;null;0,99;1,88;2,07;1,06
23/11/1979;null;null;0,86;2,08;1,89;0,98
24/11/1979;null;null;0,96;2,1;1,8;1,05
25/11/1979;null;null;0,96;2,54;1,32;1,06
26/11/1979;null;null;0,97;2,1;1,78;1,06
27/11/1979;null;null;0,9;1,95;1,98;0,98
28/11/1979;0;4,566667;0,97;1,88;2,01;1,02
29/11/1979;0;null;0,95;1,91;1,91;1,01
30/11/1979;null;null;0,93;1,93;1,9;1,01
01/12/1979;0;3,7;0,85;2,01;1,65;0,95
02/12/1979;0;5,566667;1,04;1,86;1,83;1,11
03/12/1979;43,2;null;1,29;1,86;1,86;1,33
04/12/1979;6,8;null;1,04;1,87;1,8;1,12
05/12/1979;2;null;0,94;1,79;1,89;1
06/12/1979;0;null;0,87;1,68;1,96;0,95
07/12/1979;14,6;null;0,84;1,92;1,68;0,94
08/12/1979;0;null;0,89;1,81;1,86;0,95
09/12/1979;21,4;3;0,82;1,92;1,71;0,93
10/12/1979;0;4,3;0,89;1,76;1,82;0,97
11/12/1979;0;null;0,93;1,78;1,82;1,01
12/12/1979;0;null;0,84;1,83;1,73;0,97
13/12/1979;44,8;null;0,91;1,83;1,64;1,04
14/12/1979;3,3;null;0,89;1,86;1,65;1,05
15/12/1979;4;4,9;1,02;2,1;1,31;1,13
16/12/1979;0;null;0,98;1,82;1,58;1,06
17/12/1979;0;null;0,95;1,77;1,69;1,04
18/12/1979;0;3;0,95;1,7;1,78;1,06
19/12/1979;0;null;1,01;1,51;1,79;1,06
20/12/1979;0;null;1,01;1,66;1,75;1,09
21/12/1979;0;null;0,95;1,73;1,51;1,02
22/12/1979;0,2;4,466667;1,01;1,75;1,47;1,08
23/12/1979;0;4,3;0,94;1,65;1,53;1,03
24/12/1979;0;3,466667;0,84;1,56;1,52;1
25/12/1979;0;null;0,85;1,62;1,47;1
26/12/1979;0;4,133333;0,82;1,72;1,32;1
27/12/1979;0;6,666667;0,89;1,49;1,52;1
28/12/1979;0;null;0,82;1,46;1,5;0,97
29/12/1979;0;null;0,72;1,52;1,42;1
30/12/1979;7,4;4,3;0,7;1,65;1,29;1,05
31/12/1979;2;null;0,87;2,63;0,19;1,08
01/01/1980;1,6;null;0,88;1,72;1,06;0,98
02/01/1980;0;null;0,74;1,44;1,27;0,97
03/01/1980;0;null;0,71;1,41;1,34;1,08
04/01/1980;0;null;0,82;1,41;1,24;1,04
05/01/1980;0;7;0,85;1,14;1,42;1
06/01/1980;0,4;null;0,8;1,3;1,44;1,08
07/01/1980;3,8;null;0,65;1,44;1,25;1,07
08/01/1980;0;null;0,65;1,39;1,26;1,03
09/01/1980;0;null;0,69;1,35;1,28;1,06
10/01/1980;0;null;0,53;1,42;1,18;0,95
11/01/1980;0;null;0,66;1,46;1,08;0,99
12/01/1980;0;4,566667;0,7;1,33;1,17;0,97
13/01/1980;0;6,666667;0,64;1,18;1,21;0,95
14/01/1980;0;null;0,68;1;1,42;0,98
15/01/1980;0;8;0,64;0,97;1,39;0,92
16/01/1980;0;8,666667;0,65;0,88;1,41;0,8
17/01/1980;0;5,333333;0,56;1,07;1,33;1,02
18/01/1980;0,2;null;0,5;1,19;1,19;1,05
19/01/1980;0;null;0,41;1,35;1,01;1,03
20/01/1980;0;4,166667;0,68;1,63;0,68;1,06
21/01/1980;1;null;0,54;1,19;1,09;0,91
22/01/1980;0;null;0,56;1,16;1,13;0,98
23/01/1980;0;null;0,48;1,13;1,19;0,95
24/01/1980;0;null;0,73;1,43;0,75;1,03
25/01/1980;0;null;0,71;1,13;1;0,93
26/01/1980;0;null;0,53;1;1,19;0,84
27/01/1980;0;4,266667;0,51;1,1;0,95;0,99
28/01/1980;0;3,666667;0,62;1,18;0,89;1,2
29/01/1980;0;5,566667;0,51;1,02;1,02;1,04
30/01/1980;0;null;0,45;1,08;1,09;1,09
31/01/1980;16,8;null;0,51;1,07;0,85;1,07
01/02/1980;37,4;null;0,63;1,19;0,78;1,16
02/02/1980;0;6;0,58;0,96;0,98;0,98
03/02/1980;0;6;0,43;0,89;1,03;0,88
04/02/1980;0;6,833333;0,56;0,87;1,07;0,86
05/02/1980;0;null;0,48;1,01;0,94;0,98
06/02/1980;9;3,333333;0,33;1,13;0,82;1,14
07/02/1980;0;null;0,32;1,27;0,83;1,11
08/02/1980;0;null;0,49;1,01;0,91;1,06
09/02/1980;0;5,833333;0,67;0,72;1,14;0,66
10/02/1980;0;3,433333;0,48;1,09;0,66;1,01
11/02/1980;15,6;2,966667;0,47;1,11;0,8;1,16
12/02/1980;0;null;0,33;0,94;1,01;0,88
13/02/1980;0;null;0,58;1,16;0,73;1,15
14/02/1980;0;5,333333;0,61;0,92;0,88;0,91
15/02/1980;0;6,5;0,54;0,71;1,02;0,68
16/02/1980;0;null;0,38;1,05;0,84;1,01
17/02/1980;19;null;0,59;1,25;0,61;1,21
18/02/1980;0,6;null;0,61;1;0,84;1,01
19/02/1980;0;3,966667;0,44;1;0,82;1,05
20/02/1980;0;null;0,53;0,98;0,87;0,96
21/02/1980;1,2;4,566667;0,39;1,1;0,77;1,14
22/02/1980;0;null;0,36;1,15;0,7;1,19
23/02/1980;0;null;0,33;1,05;0,77;1,08
24/02/1980;0;2,7;0,45;0,97;0,83;0,95
25/02/1980;21;null;0,3;1,04;0,86;1,03
26/02/1980;0;3,533333;0,5;1,06;0,79;1,09
27/02/1980;0;null;0,51;1,02;0,8;0,99
28/02/1980;0;null;0,49;0,97;0,82;0,96
29/02/1980;0;null;0,52;0,92;0,88;0,93
01/03/1980;0;1,933333;0,54;1;0,77;1,01
02/03/1980;24,2;null;0,47;1,13;0,57;1,17
03/03/1980;7;5,9;0,82;1;0,74;1,04
04/03/1980;4;5,066667;0,66;0,72;0,94;0,72
05/03/1980;1,8;null;0,37;0,91;0,88;0,88
06/03/1980;24,6;null;0,33;0,97;1,01;1,01
07/03/1980;11,4;null;0,51;1,08;0,96;1,12
08/03/1980;0;null;0,43;1;0,97;1,03
09/03/1980;0;null;0,38;1,03;0,87;1,05
10/03/1980;0;null;0,47;1,08;0,89;1,11
11/03/1980;0;null;0,5;0,99;0,92;0,99
12/03/1980;23,4;null;0,79;1;0,89;1,02
13/03/1980;0;1,933333;0,43;1,17;0,8;1,19
14/03/1980;0;null;0,57;1,06;0,88;1,12
15/03/1980;0;null;0,43;0,85;1,03;0,89
16/03/1980;0;3,666667;0,46;0,93;0,98;0,91
17/03/1980;0;null;0,45;1,02;0,98;1,02
18/03/1980;1;null;0,45;1,04;0,93;1,05
19/03/1980;0;1,8;0,44;1,08;0,93;1,08
20/03/1980;0;null;0,41;1,06;0,94;1,09
21/03/1980;0;null;0,43;1,05;0,92;0,96
22/03/1980;0;null;0,3;1,03;1;1,02
23/03/1980;0;null;0,36;1,01;0,92;1,01
24/03/1980;0;null;0,35;1,12;0,81;1,12
25/03/1980;16,6;null;0,53;1,11;0,89;1,13
26/03/1980;21;null;0,43;1,17;0,86;1,18
27/03/1980;0;null;0,43;1,13;0,95;1,16
28/03/1980;114;null;1,02;1,05;1,01;1,14
29/03/1980;3,4;null;0,81;1,43;0,67;0,93
30/03/1980;0;null;1,01;1,23;0,94;1,07
31/03/1980;0;4,033333;0,88;1,11;1,04;0,96
01/04/1980;0;null;0,74;1,06;1,08;0,81
02/04/1980;0;null;0,64;0,99;1,18;0,7
03/04/1980;0;2,233333;0,57;1,07;1,11;0,65
04/04/1980;0;null;0,56;1,1;1,1;0,64
05/04/1980;0;null;0,59;1,14;1,05;0,64
06/04/1980;0;null;0,59;1,15;1,04;0,63
07/04/1980;0;2,9;0,48;1,07;1,09;0,82
08/04/1980;0;null;0,57;0,82;1,37;0,77
09/04/1980;8,5;null;0,45;1,18;1,03;0,9
10/04/1980;0;null;0,58;1,05;1,12;0,81
11/04/1980;5,2;null;0,68;1,19;1,1;0,85
12/04/1980;122,4;null;0,93;1,66;0,75;1,13
13/04/1980;6,2;null;0,84;1,46;0,95;0,95
14/04/1980;0;null;0,98;1,63;1,03;1,09
15/04/1980;0;null;0,91;1,56;1,06;1,02
16/04/1980;0;null;0,89;1,47;1,18;0,98
17/04/1980;0;3,6;0,95;1,13;1,54;0,98
18/04/1980;9;null;0,72;1,41;1,31;0,78
19/04/1980;58,6;null;0,98;1,39;1,37;1,03
20/04/1980;16,2;null;0,96;1,52;1,43;1,03
21/04/1980;7,4;null;1,14;1,63;1,58;1,25
22/04/1980;0;null;1,12;1,71;1,61;1,22
23/04/1980;0;null;1,01;1,71;1,68;1,14
24/04/1980;0;null;0,98;1,78;1,68;1,09
25/04/1980;0;2;0,96;1,77;1,73;1,05
26/04/1980;0;4,366667;0,9;1,74;1,81;0,99
27/04/1980;0;null;0,85;1,77;1,81;0,97
28/04/1980;0;null;0,8;1,78;1,77;0,91
29/04/1980;0;null;0,79;1,75;1,82;0,9
30/04/1980;0;5,133333;0,82;2,08;1,53;0,94
01/05/1980;0,8;3,6;0,93;2,04;1,49;1,03
02/05/1980;0;3,266667;0,83;2,01;1,48;0,96
03/05/1980;0;null;0,75;1,89;1,54;0,85
04/05/1980;0;6,366667;0,52;1,97;1,45;0,67
05/05/1980;0;2,3;0,66;1,77;1,62;0,78
06/05/1980;0;null;0,76;1,74;1,66;0,86
07/05/1980;0;null;0,76;1,73;1,61;0,87
08/05/1980;0;null;0,74;1,71;1,64;0,85
09/05/1980;1,4;null;0,77;1,66;1,67;0,86
10/05/1980;0,6;null;0,77;1,67;1,63;0,85
11/05/1980;0;null;0,76;1,65;1,62;0,85
12/05/1980;0;4,7;0,76;1,51;1,79;0,84
13/05/1980;0;null;0,71;1,58;1,75;0,8
14/05/1980;0;null;0,74;1,59;1,69;0,85
15/05/1980;0;null;0,69;1,66;1,6;0,78
16/05/1980;1,3;null;0,82;1,75;1,5;0,91
17/05/1980;10,4;null;0,71;1,61;1,61;0,8
18/05/1980;0;null;0,69;1,57;1,61;0,78
19/05/1980;6;null;0,7;1,59;1,56;0,81
20/05/1980;0;null;0,68;1,59;1,51;0,77
21/05/1980;1,6;null;0,76;1,59;1,49;0,83
22/05/1980;9,8;3,833333;0,72;1,79;1,27;0,84
23/05/1980;0,4;null;0,71;1,52;1,54;0,8
24/05/1980;0;null;0,62;1,59;1,5;0,75
25/05/1980;0;null;0,79;1,57;1,42;0,87
26/05/1980;0;null;0,73;1,52;1,49;0,81
27/05/1980;0;3,466667;0,65;1,42;1,56;0,73
28/05/1980;0;null;0,68;1,55;1,42;0,76
29/05/1980;0;3,433333;0,77;1,48;1,43;0,85
30/05/1980;56,4;null;0,75;1,54;1,39;0,84
31/05/1980;0;null;0,68;1,48;1,47;0,8
01/06/1980;9,8;null;0,78;1,93;1,08;0,87
02/06/1980;0;4,566667;0,86;1,71;1,4;0,96
03/06/1980;0;null;0,79;2,05;0,97;0,92
